"RAL Code","RAL Name","Description","Usage Tags","Mood Tags"
"RAL 4007","Purple violet","RAL 4007 {0} zeigt Violett an seinem tiefsten, geheimnisvollsten Rand. Ein fast schwarzer Auberginen-Ton mit einer formellen und exklusiven Ausstrahlung. Er ist subtiler und grauer als andere Purpurtöne, was ihm eine edle Eleganz verleiht. Man findet ihn oft bei Luxusverpackungen oder Designerstücken, wo eine weichere Alternative zu Schwarz gesucht wird. Er vermittelt Tiefe, Introspektion und autoritäre Ruhe. Ideal für anspruchsvolle Interieurs, die ein ernsthaftes, elegantes Statement setzen wollen.","ARCHITECTURE, FURNITURE, LUXURY_GOODS, BRANDING, INTERIORS","DARK, EXCLUSIVE, ELEGANT, MYSTERIOUS, SOPHISTICATED"
"RAL 4008","Signal violet","RAL 4008 {0} ist ein mittleres Violett mit einem kühlen, blauen Herzen und einem technischen Charakter. In der Industrie hilft es, Botschaften klar zu codieren, doch als Akzent im Branding oder Interieur wirkt es erstaunlich kreativ und distinktiv. Es ist aktiver als ein Pastellton, bleibt aber ausgewogen und nahbar. Eine unmissverständliche Wahl für alle, die eine Farbe suchen, die gleichzeitig professionell und originell ist – perfekt für ein modernes, kreatives Umfeld.","BRANDING, SIGNAGE, INTERIOR_DESIGN, PRODUCT_DESIGN, FASHION","CREATIVE, UNIQUE, BALANCED, COOL, MODERN"
"RAL 4009","Pastel violet","RAL 4009 {0} ist ein zartes, staubiges Violett mit einem vornehmen grauen Kern. Es ist kein süßliches Pastell, sondern ein nuancierter Neutralton, der als beruhigender Hintergrund fungiert. Er eignet sich hervorragend für Wände und Textilien und bietet eine weichere, feinere Alternative zu reinem Grau. Er vermittelt Sanftheit und Vintage-Eleganz, was ihn ideal für Wellness-Bereiche oder moderne Schlafzimmer macht, in denen man eine unaufdringliche, zeitlose Ruhe genießen möchte.","INTERIOR_DESIGN, WELLNESS, PRODUCT_DESIGN, RESTORATION, HOSPITALITY","SOFT, SUBTLE, CALM, VINTAGE, ELEGANT"
"RAL 4010","Telemagenta","RAL 4010 {0} ist eine echte Ikone des digitalen Zeitalters. Dieses lebhafte, extrem gesättigte Pink ist weltbekannt als Gesicht der Telekommunikation. Es strahlt Vernetzung, Energie und mutige Kommunikation aus. Es ist synthetisch, kraftvoll und dominiert jeden Raum, in dem es erscheint. Die perfekte Wahl für Branding und Marketing, um einen zukunftsorientierten Geist zu zeigen. Eine Farbe, die von Konnektivität und einem unübersehbaren Selbstbewusstsein spricht.","CORPORATE_BRANDING, MARKETING, TELECOMMUNICATIONS, SIGNAGE, ADVERTISING","ICONIC, VIBRANT, DIGITAL, BOLD, COMMUNICATIVE"
"RAL 4011","Pearl violet","Wenn Sie nach einem Hauch von High-End-Geheimnis suchen, ist RAL 4011 {0} ein atemberaubender Metallicton, der sich kreativ und kostbar anfühlt. Durch die Mischung einer tiefvioletten Basis mit zartem Perlglanz entsteht eine Oberfläche, die beim Vorbeigehen fast zu tanzen scheint. Man sieht ihn oft an Luxusautos oder Kosmetikverpackungen, wo Innovation und Exklusivität zählen. Eine anspruchsvolle Wahl, die einfache Produkte in die Welt der High-Fashion und Premium-Elektronik hebt.","AUTOMOTIVE, COSMETICS, LUXURY_GOODS, DECORATIVE_TRIM, ELECTRONICS","METALLIC, SHIMMERING, CREATIVE, PREMIUM, DIMENSIONAL"
"RAL 4012","Pearl blackberry","RAL 4012 {0} ist der ultimative Tech-Luxe-Neutralton. Ein dunkles, metallisches Violett-Grau, das den edlen Glanz einer reifen Beere imitiert. Modern und unglaublich geschmeidig, ist es zum Liebling für Produktdesign und moderne Metallfassaden geworden, da es eine weichere Alternative zu klassischem Schwarz bietet. In der Sonne zeigt es ein verborgenes violettes Herz, während es im Schatten tief und professionell wirkt. Ideal für einen Look, der sowohl hochmodern als auch zeitlos elegant ist.","AUTOMOTIVE, HIGH_TECH_PRODUCTS, ARCHITECTURAL_METALWORK, LUXURY_PACKAGING, EXTERIOR_CLADDING","DARK, METALLIC, MODERN, MYSTERIOUS, ELEGANT"
"RAL 5000","Violet blue","RAL 5000 {0} ist ein ernsthaftes, autoritäres Blau mit einem verborgenen violetten Kern. Es ist ein klassischer maritimer Ton, der die Tiefe des Ozeans beschwört. Er vermittelt Professionalität, Verlässlichkeit und technische Präzision. Ideal für Uniformen, Maschinen oder moderne Architektur, suggeriert er einen stabilen Charakter. Im richtigen Licht offenbart sein violetter Unterton eine Raffinesse, die ihn von Standard-Navy abhebt. Die perfekte Wahl für alle, die einen Look suchen, der professionell, kühl und unbestreitbar verlässlich ist.","TRANSPORTATION, INDUSTRIAL, ARCHITECTURE, EQUIPMENT, PRODUCT_DESIGN","PROFESSIONAL, COOL, BALANCED, TECHNICAL, RELIABLE"
"RAL 5001","Green blue","RAL 5001 {0} ist ein tiefes, aquatische Blau mit einem markanten türkisen Herzen. Er sitzt genau an der Grenze zwischen den Farbfamilien und erinnert an tiefe Lagunen oder den Hals eines Pfaues. Er wirkt anspruchsvoll, reich und ruhig und vermittelt ein Gefühl von Umweltbewusstsein und natürlicher Stärke. Eine wunderbare Wahl für architektonische Metallarbeiten, da er eine originelle Alternative zu klassischem Marineblau bietet. Er strahlt Klarheit und eine geerdete Tiefe aus, die gleichzeitig kühl und unglaublich stark wirkt.","MARINE, SIGNAGE, ARCHITECTURE, TRANSPORTATION, INFRASTRUCTURE","STABLE, COOL, AQUATIC, CLEAR, GROUNDED"
"RAL 5002","Ultramarine blue","RAL 5002 {0} zeigt Blau von seiner intensivsten Seite. Es ahmt das Pigment aus echtem Lapislazuli nach und ist die weltweite Referenz für ein reines, kräftiges Blau. Es strahlt Energie, Klarheit und fachliche Kompetenz aus. Man findet es überall von der Sicherheitstechnik bis zu Hochleistungsfahrzeugen. Es ist ein Primärton, der Geschwindigkeit und Modernität suggeriert. In Hochglanz wirkt es besonders brillant – eine hervorragende Wahl für jedes Projekt, das moderne Macht und absolute Klarheit signalisieren möchte.","TRANSPORTATION, BRANDING, SPORTS, SIGNAGE, PRODUCT_DESIGN","BOLD, MODERN, VIBRANT, CLEAR, ENERGETIC"
"RAL 5003","Sapphire blue","RAL 5003 {0} ist ein dunkles, würdevolles Blau mit einer Tiefe, die sich unglaublich stabil und vertrauenswürdig anfühlt. Es ist etwas gedeckter als Ultramarin, was es zum Klassiker für Firmenidentitäten macht. Es vermittelt Intelligenz und eine verfeinerte Intensität. In der Architektur ist es eine zeitlose Wahl für Türen und Fenster, die für Qualität und Beständigkeit steht. Ein wahres Dunkelblau ohne übertriebene Grün- oder Violettstiche – elegant, tief und klassisch professionell für jede hochwertige Anwendung.","ARCHITECTURE, AUTOMOTIVE, LUXURY_GOODS, INTERIORS, BRANDING","ELEGANT, DEEP, STABLE, REFINED, CLASSIC"
"RAL 5004","Black blue","RAL 5004 {0} fängt die mysteriöse Tiefe eines klaren Nachthimmels ein. Es ist ein extrem dunkles Blau, das fast an Schwarz grenzt und eine formelle, ultra-moderne Ästhetik erzeugt. Es vermittelt Autorität, Geheimnis und eine edle, strenge Eleganz. Architekten lieben diesen Ton für Fassaden, wenn eine weichere Alternative zu hartem Schwarz gesucht wird. Im Luxussegment ist es ein legendärer Midnight-Farbton, der brillant mit Chrom harmoniert. Ideal für einen Look, der dunkel, minimal und technisch anspruchsvoll ist.","ARCHITECTURE, TRANSPORTATION, INDUSTRIAL, EQUIPMENT, INTERIORS","DARK, FORMAL, MINIMAL, AUTHORITATIVE, TECHNICAL"
"RAL 5005","Signal blue","RAL 5005 {0} ist die funktionale Stimme der Information. Als helles Mittelblau wurde es für maximale Lesbarkeit in Sicherheitssystemen und im öffentlichen Verkehr optimiert. Es vermittelt Instruktion, Verlässlichkeit und Sicherheit. In öffentlichen Räumen ist es der Standard für Wegweiser, da es nahbar und klar wirkt. Eine hochsichtbare Wahl, um Menschen effektiv zu leiten. Nutzen Sie diesen Ton, wenn Sie eine Farbe brauchen, die für professionelle Kommunikation, Vertrauen und eine klare Anweisung steht.","TRANSPORTATION, SIGNAGE, SAFETY, INFRASTRUCTURE, INDUSTRIAL","BRIGHT, FUNCTIONAL, DEPENDABLE, VISIBLE, PROFESSIONAL"
"RAL 5007","Brilliant blue","RAL 5007 {0} ist ein lebendiges, sauberes Blau, das sich so frisch anfühlt wie ein klarer Morgen. Mit seinem leichten violetten Herz bietet es einen professionellen Ton, der Optimismus und Innovation ausstrahlt. Eine brillante Wahl für moderne Maschinen und Werkzeuge, da es sie präzise und technologisch wirken lässt. In der Markenwelt schließt es die Lücke zwischen Mut und Verlässlichkeit. Es vermittelt Innovation und Sauberkeit – eine dynamische Energie für alle, die ein frisches und klares Blau suchen.","BRANDING, PRODUCT_DESIGN, ARCHITECTURE, SIGNAGE, INTERIORS","VIVID, CLEAR, PROFESSIONAL, DYNAMIC, BALANCED"
"RAL 5008","Grey blue","RAL 5008 {0} ist ein tiefes, gedecktes Blau mit einem starken grauen Einschlag – oft als Schieferblau bezeichnet. Ein Liebling der Architektur, der Stabilität und historische Integrität vermittelt. Ideal für Dächer und Stahlbauten, bietet es einen reifen Ton, der hervorragend zu Sichtbeton oder Ziegeln passt. Es ist nicht reflektierend und wirkt ernsthaft, wodurch es in Interieurs eine stimmungsvolle, anspruchsvolle Atmosphäre schafft. Ein Ton für Projekte, die dauerhafte strukturelle Kraft und technische Eleganz ausstrahlen sollen.","ARCHITECTURE, INDUSTRIAL, EQUIPMENT, INTERIORS, INFRASTRUCTURE","SUBTLE, PROFESSIONAL, MATURE, TECHNICAL, NEUTRAL"
"RAL 5009","Azure blue","RAL 5009 {0} ist ein sattes, kühles Blau, das an die Klarheit weiter Himmel und Küstengewässer erinnert. Es besitzt ein leicht grünes Herz und einen wunderbaren Retro-Charme, der oft mit klassischer Ingenieurskunst assoziiert wird. Es vermittelt Beständigkeit und Offenheit. Wunderbar geeignet für maritimes Design oder Architektur, fördert es ein Gefühl von Klarheit und einladender Wärme. Ein unverwechselbares Blau, das modern und klassisch zugleich wirkt – perfekt für eine einladende, klare und professionelle Präsenz.","MARINE, WELLNESS, ARCHITECTURE, PRODUCT_DESIGN, INTERIORS","CALM, COOL, CLEAR, INVITING, MODERN"
"RAL 5010","Gentian blue","RAL 5010 {0} ist Blau in seiner verlässlichsten Form. Benannt nach der Alpenblume, ist es der Industriestandard für Kompetenz und Funktionalität. Es ist ausgewogen, solide und zuverlässig – ein echtes Arbeitstier für Motoren, Pumpen und Werkzeuge. Im Branding-Kontext vermittelt es Präzision und modernes Selbstbewusstsein. Es behält seine Stärke in jeder Oberfläche bei und bietet einen technischen Look, der zwischen Signalblau und Saphirblau die perfekte Balance aus Kraft und moderner Professionalität hält.","AUTOMOTIVE, BRANDING, SIGNAGE, ARCHITECTURE, INDUSTRIAL","BOLD, CLEAN, TECHNICAL, MODERN, CONFIDENT"
"RAL 5011","Steel blue","RAL 5011 {0} ist ein dunkles, graustichiges Blau, das einen kühlen, metallischen Eindruck vermittelt, ähnlich wie gehärteter Stahl. Es steht für technische Ernsthaftigkeit, Ausdauer und unnachgiebige Stärke. Ideal für Schiffe, Maschinen und moderne Infrastruktur, liefert es Autorität und Schutz. Es ist weniger schwarz als andere Dunkelblautöne und behält seinen kühlen Charakter auch bei schwachem Licht bei. Ein Ton für Projekte, die eine starke, unterstrichene und technisch seriöse Ästhetik verlangen.","INDUSTRIAL, ARCHITECTURE, TRANSPORTATION, EQUIPMENT, INFRASTRUCTURE","COLD, DURABLE, TECHNICAL, STRONG, UNDERSTATED"
"RAL 5012","Light blue","RAL 5012 {0} ist frisch, luftig und unbestreitbar hell. Es ist der Standardton für Druckluftleitungen, aber in modernem Design kommuniziert es Nahbarkeit und eine lebendige, synthetische Energie. Als cyan-nahes Blau suggeriert es Klarheit, Fluss und Leichtigkeit. Es bildet einen tollen Kontrast zu warmen Farben und ist ein Favorit für öffentliches Branding. Eine freundliche Farbe, die visuelle Offenheit ausstrahlt – perfekt für alles, was frisch, klar und unmissverständlich modern wirken soll.","SIGNAGE, INTERIOR_DESIGN, PRODUCT_DESIGN, BRANDING, PUBLIC_SPACE","FRESH, CLEAR, APPROACHABLE, ENERGETIC, BRIGHT"
"RAL 5013","Cobalt blue","RAL 5013 {0} ist ein tiefes, lebendiges Blau mit einer prestigeträchtigen violetten Tiefe, die an das kostbare Pigment erinnert. Es wird für Luxusgüter und Premium-Automobile genutzt und strahlt Reichtum und klassische Eleganz aus. Es vermittelt Qualität, Tiefe und Beständigkeit. Ideal für schwere Maschinen oder Marken, bei denen ein Hauch von Klassik und verlässlicher Macht gefragt ist. Es harmoniert edel mit Silber und Weiß und suggeriert eine zeitlose, tiefgreifende professionelle Qualität.","LUXURY_GOODS, FASHION, AUTOMOTIVE, BRANDING, ARCHITECTURE","RICH, ELEGANT, VIBRANT, CLASSIC, DEEP"
"RAL 5014","Pigeon blue","RAL 5014 {0} ist ein weiches, gedecktes Mittelblau-Grau, das sich herrlich in natürliche und urbane Umgebungen einfügt. Es ist elegant, verfeinert und besitzt diesen begehrten Industrial-Chic-Charakter. Ideal für Schränke, Außenarchitektur und moderne Möbel, vermittelt es Ruhe und einen unterstrichenen Stil. Einst beliebt für Büromaschinen, ist es heute ein ausgewogener Neutralton, der perfekt mit Holz harmoniert. Ein Ton für eine anspruchsvolle, ruhige Ästhetik, die sowohl weich als auch professionell wirkt.","ARCHITECTURE, RESTORATION, URBAN_DESIGN, FURNITURE, INTERIORS","MUTED, CALM, REFINED, SOFT, BALANCED"
"RAL 5015","Sky blue","RAL 5015 {0} ist ein klares Blau, das das Gefühl eines perfekten Sommertages und frischer Luft einfängt. Man findet es oft bei Beschilderungen, in öffentlichen Räumen und modernem Produktdesign, da es Offenheit, Ehrlichkeit und Frische ausstrahlt. Es ist ein freundliches Blau, das für Klarheit und emotionale Leichtigkeit sorgt. Besonders beliebt in Krankenhäusern oder Kinderzimmern, da es so positiv und fröhlich wirkt. Nutzen Sie es für einen Look, der hell, offen und optimistisch ist.","SIGNAGE, PUBLIC_SPACE, PRODUCT_DESIGN, INTERIOR_DESIGN, TRANSPORTATION","BRIGHT, CLEAR, OPEN, FRESH, CHEERFUL"
"RAL 5017","Traffic blue","RAL 5017 {0} ist ein hochsichtbares Blau, das speziell für den Verkehr und öffentliche Infrastruktur entwickelt wurde. Kalibriert für maximale Klarheit und Autorität, bleibt es unter verschiedensten Lichtbedingungen beständig, um die Navigation zu unterstützen. Es vermittelt Ordnung und eine verlässliche Anweisung. Etwas intensiver als andere Industrieblautöne, ist es der Standard für Dienstfahrzeuge und Sicherheitsmarkierungen. Es befiehlt Respekt und sorgt für eine klare, professionelle Präsenz im hektischen urbanen Umfeld.","TRANSPORTATION, SIGNAGE, SAFETY, INFRASTRUCTURE, INDUSTRIAL","VISIBLE, DEPENDABLE, CLEAR, TECHNICAL, FUNCTIONAL"
"RAL 5018","Turquoise blue","RAL 5018 {0} ist ein lebhaftes, grün-getöntes Blau, das Energie und aquatische Frische versprüht. Beliebt in Wellness-Bereichen, Schwimmbädern und verspieltem Produktdesign, suggeriert es Erneuerung, Kreativität und Sauberkeit. Es ist eine erfrischende Farbe, die Industrieprodukten und modernen Interieurs einen jugendlichen Funken verleiht. Es vermittelt eine mutige, richtungsweisende Energie, die gleichzeitig hell und kreativ wirkt – ein Favorit für alles, was in einem kreativen Kontext frisch und lebendig wirken soll.","WELLNESS, PRODUCT_DESIGN, BRANDING, INTERIOR_DESIGN, LIFESTYLE","FRESH, CREATIVE, ENERGETIC, BRIGHT, YOUTHFUL"
"RAL 5019","Capri blue","RAL 5019 {0} ist ein lebhaftes Blau mit einem leichten grünen Herz, das an die klaren Gewässer eines Küstenurlaubs erinnert. Eingesetzt in Lifestyle-Produkten und Mode, wirkt es fröhlich, hell und sauber. Es vermittelt Wasser, Freizeit und Entspannung und ist eine einladende Wahl für Reise-Branding und Textilien. Ein unverwechselbares Blau für eine nahbare Wärme. Perfekt für einen Look, der maritim inspiriert ist und eine fröhliche Urlaubsenergie sowie einen klaren, einladenden Charakter versprüht.","PRODUCT_DESIGN, FASHION, SIGNAGE, INTERIOR_DESIGN, LEISURE","CHEERFUL, BRIGHT, CLEAN, CASUAL, INVITING"
"RAL 5020","Ocean blue","RAL 5020 {0} ist ein dunkles, grünliches Blau, das die Tiefe und das Geheimnis tiefer Gewässer widerspiegelt. Es ist anspruchsvoll, kühl und wird oft in der maritimen Architektur genutzt, um eine geerdete Ruhe zu erzeugen. Es vermittelt Beständigkeit und Tiefe und harmoniert prächtig mit dunklem Holz oder Metallakzenten. Beruhigend und doch intensiv, verleiht es Innenräumen einen stabilen Charakter. Nutzen Sie diesen Ton für einen tiefen, modernen Look, der eine geheimnisvolle Eleganz ausstrahlt, die gleichzeitig ruhig und kraftvoll ist.","INDUSTRIAL, MARINE, ARCHITECTURE, TRANSPORTATION, INFRASTRUCTURE","CALM, DEEP, GROUNDED, STABLE, COOL"
"RAL 5021","Water blue","RAL 5021 {0} ist ein frischer Blau-Grün-Ton, der als Goldstandard für Hygiene und Wellness gilt. Er vermittelt Sauberkeit, Balance und Ruhe, was ihn ideal für Krankenhäuser und Spa-Umgebungen macht. Es ist eine erfrischende Farbe, die Heilung und visuelle Leichtigkeit fördert. Oft assoziiert mit modernen Sanitäranlagen, strahlt sie aquatische Gesundheit aus. Die perfekte Wahl für moderne Interieurs, die eine saubere, frische und weiche Ästhetik suchen, die sowohl ausbalanciert als auch beruhigend wirkt.","HEALTHCARE, WELLNESS, HYGIENE, PRODUCT_DESIGN, INTERIORS","CLEAN, FRESH, TRANQUIL, SOFT, BALANCED"
"RAL 5022","Night blue","RAL 5022 {0} ist ein tiefes, fast violettes Blau, das die dramatische Sättigung eines Nachthimmels einfängt. In der Welt der Airlines und des Luxus-Brandings steht es für Tiefe, Eleganz und eine raffinierte nächtliche Aura. Im direkten Licht zeigt es einen violetten Schimmer, der für zusätzliche Dramatik und technologische Raffinesse sorgt. Ideal für Uniformen und hochwertige Elektronik, suggeriert es Exzellenz und eine exklusive Qualität. Ein Look, der tief, edel und von prestigeträchtiger Eleganz ist.","BRANDING, LUXURY_GOODS, FASHION, AUTOMOTIVE, INTERIORS","ELEGANT, DEEP, DRAMATIC, REFINED, NOCTURNAL"
"RAL 5023","Distant blue","RAL 5023 {0} ist ein staubiges, gedecktes Blau mit grauem Herz, das eine ruhige und unaufdringliche Atmosphäre schafft. Es vermittelt das Gefühl von Weite und Tiefe, weshalb Architekten es lieben, um Gebäude sanft mit dem Himmel verschmelzen zu lassen. Es wirkt weich und neutral und fördert die Gelassenheit. In der modernen Innenarchitektur harmoniert es perfekt mit Beton und Stein. Ein Ton für eine anspruchsvolle, atmosphärische Tiefe und eine sehr ruhige, unterstrichene professionelle Präsenz.","ARCHITECTURE, INFRASTRUCTURE, PUBLIC_SPACE, INTERIORS, RESTORATION","MUTED, CALM, NEUTRAL, SERENE, UNDERSTATED"
"RAL 5024","Pastel blue","RAL 5024 {0} ist ein weiches, helles Blau mit subtilen Graunoten, das einen sauberen und sanften Eindruck hinterlässt. Als industrielles 'Pastell' steht es für Nutzen, Weichheit und frische Klarheit. In Krankenhäusern oder Wellness-Bereichen sorgt es für emotionale Entlastung und ein Gefühl von stiller Sauberkeit. Früher beliebt für Maschinen, ist es heute ein ausgewogener Neutralton, der das Auge entspannt. Ein Ton für eine sanfte, frische Stärke, die Räume klar, ruhig und unmissverständlich hell wirken lässt.","INTERIOR_DESIGN, HEALTHCARE, WELLNESS, PRODUCT_DESIGN, HOSPITALITY","SOFT, CLEAN, CALM, GENTLE, FRESH"
"RAL 5025","Pearl gentian blue","RAL 5025 {0} nimmt ein klassisches Industrieblau und verpasst ihm ein hochoktaniges, metallisches Upgrade. Es ist ein lebendiger, schimmernder Ton, der sich schnell, technisch und voller Leben anfühlt. Diese Farbe ist ein Favorit im Sportbereich und im Automobildesign, da sie Bewegung und Innovation suggeriert. Die Metallic-Flocken sorgen für eine visuelle Energie, die jede Oberfläche dynamisch und präzise wirken lässt. Ein mutiger Ton für alle, die ein professionelles Blau suchen, das modern, athletisch und technisch kompetent wirkt.","AUTOMOTIVE, PRODUCT_DESIGN, SPORTING_GOODS, TECHNICAL, DECORATIVE","METALLIC, VIBRANT, SPORTY, TECHNICAL, SHIMMERING"
"RAL 5026","Pearl night blue","Stellen Sie sich die weite, schimmernde Tiefe eines klaren Mitternachtshimmels vor – das ist RAL 5026 {0}. Dies ist ein unglaublich elegantes, dunkles Metallic-Blau, das ein Gefühl von Unendlichkeit und exklusivem Luxus vermittelt. Es ist die erste Wahl für Premium-Fahrzeuge und architektonische Highlights, wo ein einfaches Marineblau nicht ausreicht. Das Perlglanz-Finish verleiht ihm ein dezentes Funkeln, das prestigeträchtig und tief wirkt. Eine Farbe der verborgenen Macht und eines hochmodernen Geheimnisses.","LUXURY_VEHICLES, ELECTRONICS, ARCHITECTURAL_ACCENTS, PREMIUM_PACKAGING, EXTERIOR","METALLIC, DARK, ELEGANT, EXCLUSIVE, DEEP"
"RAL 6000","Patina green","RAL 6000 {0} ist ein gedecktes, mittleres Grün, das den edlen Look von gealtertem Kupfer einfängt. Es wirkt architektonisch, zeitlos und verleiht Restaurationen ein Gefühl von Erbe und Echtheit. Ideal für Fensterrahmen und Türen, suggeriert es Beständigkeit und Stabilität. Es harmoniert wunderbar mit Ziegeln oder Stein und bietet eine geerdete Präsenz, die die Brücke zwischen natürlicher Oxidation und baulicher Raffinesse schlägt. Eine Wahl für alle, die einen Look suchen, der historisch, natürlich und zeitlos wirkt.","ARCHITECTURE, RESTORATION, INFRASTRUCTURE, FURNITURE, EXTERIORS","EARTHY, AGED, HISTORIC, NATURAL, STABLE"
"RAL 6001","Emerald green","RAL 6001 {0} ist ein kräftiges, tiefes Grün mit bläulichen Untertönen, das Klarheit, Reichtum und Präzision ausstrahlt. Es ist die Farbe üppiger Vitalität und vermittelt Wachstum und Umweltbewusstsein. Ideal für Landmaschinen oder ökologisches Design, fördert es ein Gefühl von Stärke und Energie. Ein lebendiger, natürlicher Ton, der als Symbol für organische Macht steht. Nutzen Sie diesen Ton, wenn Sie eine Ausstrahlung suchen, die reich, gesund und unmissverständlich kraftvoll ist – eine starke Verbindung zwischen Technik und Natur.","LANDSCAPE, EQUIPMENT, ARCHITECTURE, PRODUCT_DESIGN, INFRASTRUCTURE","VIBRANT, RICH, NATURAL, STRONG, PRECISE"
"RAL 6002","Leaf green","RAL 6002 {0} ist ein dunkles, leicht gedecktes Grün, das das Chlorophyll frischer Pflanzen imitiert. Als Standard-Naturgrün ist es perfekt für den Außenbereich und funktionale Tarnung geeignet. In der Forstwirtschaft und Infrastruktur verschmilzt es mit der Umgebung und vermittelt Gesundheit und Frische. Es bietet eine geerdete Präsenz, die gleichzeitig erholsam und harmonisch wirkt. Ideal für Parkanlagen und Landschaftsbau, wo Beständigkeit und ein organischer Charakter gefragt sind. Ein Ton für eine natürliche, verlässliche Stabilität im Freien.","MILITARY, LANDSCAPE, INFRASTRUCTURE, INDUSTRIAL, ARCHITECTURE","NATURAL, GROUNDED, MUTED, STABLE, FUNCTIONAL"
"RAL 6003","Olive green","RAL 6003 {0} ist ein klassisches, gedecktes Grün mit braunen Untertönen, bekannt für seine utilitaristische Stärke und exzellente Tarnwirkung. Es vermittelt Robustheit und Widerstandsfähigkeit. Durch seine geringe Sättigung verschmilzt es perfekt mit der Natur, was es zum Favoriten für Outdoor-Ausrüstung und ländliche Architektur macht. Es ist matt, erdig und funktional diskret. Nutzen Sie diesen Ton für einen Look, der Stabilität und eine verlässliche Präsenz signalisiert, die im harten Einsatz im Freien unschlagbar stark ist.","MILITARY, INDUSTRIAL, OUTDOOR_EQUIPMENT, INFRASTRUCTURE, ARCHITECTURE","MUTED, UTILITARIAN, RUGGED, STABLE, DISCREET"
"RAL 6004","Blue green","RAL 6004 {0} ist ein tiefes, kühles Grün mit blauen Untertönen, das einen technischen und vornehmen Charakter besitzt. Es wirkt reich und intensiv und strahlt Fokus, Tiefe und Modernität aus. Wunderbar geeignet für anspruchsvolle Architektur, Maschinen und Autolacke, fühlt es sich mysteriös und kühl an. Es harmoniert prächtig mit dunklem Holz und Metall und schafft eine konzentrierte Präsenz, die die Lücke zwischen ozeanischer Tiefe und moderner Industriekraft schließt. Ein Ton für moderne Eleganz und fokussierte Stärke.","INDUSTRIAL, EQUIPMENT, ARCHITECTURE, PRODUCT_DESIGN, TRANSPORTATION","COOL, FOCUSED, TECHNICAL, SUBDUED, MODERN"
"RAL 6005","Moss green","RAL 6005 {0} ist ein tiefdunkles Grün mit einem warmen, organischen Herzen, das als der Standard für Zäune und Außenarchitektur gilt. Es harmoniert perfekt mit Waldgebieten und Schatten und vermittelt Beständigkeit und Naturverbundenheit. Erdig und stabil, ist es darauf ausgelegt, dezent und unaufdringlich zu sein. Ideal für Gebäude, die eins mit der Umgebung werden sollen, bietet es eine geerdete Präsenz. Es steht für einen authentischen, stabilen Charakter, der in der Landschaftsgestaltung und großen Infrastrukturprojekten verlässlich diskret wirkt.","ARCHITECTURE, OUTDOOR, INFRASTRUCTURE, FENCING, LANDSCAPING","EARTHY, GROUNDED, NATURAL, DISCREET, STABLE"
"RAL 6006","Grey olive","RAL 6006 {0} ist ein dunkles, neutrales Grünbraun, das für schwere Belastbarkeit und technische Tarnung steht. Im schwachen Licht wirkt es fast wie ein weiches Schwarz-Grün, was es zum Favoriten für Industrieanlagen macht, deren optische Wirkung minimiert werden soll. Es ist gedeckt, sachlich und strikt funktional – ein Symbol für robuste Stärke und moderne Bodenständigkeit. In der Architektur hilft es, Strukturen im Schatten verschwinden zu lassen. Ein funktionaler Charakter, der weniger hart als Schwarz, aber substanzieller als Grau wirkt.","MILITARY, INDUSTRIAL, OUTDOOR_EQUIPMENT, INFRASTRUCTURE, ARCHITECTURE","DARK, DESATURATED, UTILITARIAN, DRAB, HEAVY, MUTED, STRONG, TECHNICAL, GROUNDED, FUNCTIONAL"
"RAL 6007","Bottle green","RAL 6007 {0} ist ein tiefes, reiches Grün mit einem traditionellen und formellen Ton, ähnlich wie edles Flaschenglas. Es vermittelt Gewicht, Geschichte und eine würdevolle Klasse. Ideal für historische Gitter, Pub-Fassaden oder klassische Anwendungen, sorgt es für Stabilität und Diskretion. Es wirkt im Schatten fast schwarz, offenbart aber in der Sonne sein prachtvolles grünes Herz. Eine Farbe für alle, die einen Look suchen, der klassisch, formell und von historischem Gewicht ist – perfekt für den öffentlichen Raum und prestigeträchtige Designs.","ARCHITECTURE, RESTORATION, PUBLIC_SPACE, INTERIORS, TRANSPORTATION","DEEP, FORMAL, TRADITIONAL, STABLE, DISCREET"
"RAL 6008","Brown green","RAL 6008 {0} ist ein dunkles Grün mit starken braunen Untertönen, was für ein robustes, erdiges und funktionales Erscheinungsbild sorgt. Es erinnert an feuchten Boden und wurde für effektive Tarnung in matschigen Umgebungen entwickelt. Oft bei Landmaschinen genutzt, vermittelt es Langlebigkeit und die Bereitschaft für harte Arbeit. Es ist nicht reflektierend und wirkt optisch strukturiert. Ein geerdeter Charakter, der mühelos mit ländlichen Landschaften verschmilzt und für eine funktionale, dauerhafte Stärke im harten Outdoor-Einsatz steht.","INFRASTRUCTURE, OUTDOOR_EQUIPMENT, ARCHITECTURE, MILITARY, RESTORATION","EARTHY, MUTED, FUNCTIONAL, DURABLE, GROUNDED"
