"RAL Code","RAL Name","Description","Usage Tags","Mood Tags"
"RAL 5022","Night blue","{0} is a deep, almost violet-blue that captures the dramatic saturation of a twilight sky. Used in luxury branding, high-end fashion, and premium automotive design, it conveys depth, elegance, and refined nocturnal mystery. It appears almost purple in direct light, adding a layer of drama and high-tech sophistication. Ideally suited for uniforms and high-end electronics, it suggests an exclusive and refined quality. It’s the perfect choice for anyone looking for a look that is deep, elegant, and carries a prestigious nocturnal elegance that is both deep and formal.","BRANDING, LUXURY_GOODS, FASHION, AUTOMOTIVE, INTERIORS","ELEGANT, DEEP, DRAMATIC, REFINED, NOCTURNAL"
"RAL 5023","Distant blue","{0} is a dusty, muted blue with grey heart that offers a serene and understated atmospheric quality. It conveys the feeling of distance and depth, making it a favorite for architectural facades to blend structural elements with the sky. It is soft, neutral, and promotes a sense of calm. Ideally suited for public infrastructure and contemporary interiors, it pairs beautifully with concrete and stone. It suggests a refined and serene structural character that adds a touch of atmospheric depth and a very calm, understated professional presence in both modern and restoration projects.","ARCHITECTURE, INFRASTRUCTURE, PUBLIC_SPACE, INTERIORS, RESTORATION","MUTED, CALM, NEUTRAL, SERENE, UNDERSTATED"
"RAL 5024","Pastel blue","{0} is a soft, light blue with subtle grey undertones, creating a gentle and clean impression. It is an industrial 'pastel,' conveying utility, softness, and fresh clarity. Used in interiors, healthcare, and wellness products, it contributes to emotional ease and a sense of quiet utility. It was popular for vintage machinery, and today it serves as a balanced neutral that is easy on the eyes. It projects a soft and clean character that represents a gentle, fresh professional strength, making any space feel clear, calm, and unmistakably fresh in a hospitality or healthcare context.","INTERIOR_DESIGN, HEALTHCARE, WELLNESS, PRODUCT_DESIGN, HOSPITALITY","SOFT, CLEAN, CALM, GENTLE, FRESH"
"RAL 6000","Patina green","RAL 6000 {0} is a muted, mid-tone green that captures the sophisticated look of aged copper or oxidized metal. It is architectural, timeless, and brings a sense of heritage and authenticity to historic restorations. Ideally suited for window frames, doors, and metalwork, it suggests age, permanence, and stability. It pairs gracefully with brick and stone, offering an earthy and stable presence that bridges natural oxidation and structural refinement. It suggests a historic and stable character that is both organic and refined, perfect for anyone looking for a look that is aged, natural, and timelessly architectural.","ARCHITECTURE, RESTORATION, INFRASTRUCTURE, FURNITURE, EXTERIORS","EARTHY, AGED, HISTORIC, NATURAL, STABLE"
"RAL 6001","Emerald green","{0} is a strong, deep green with bluish undertones, offering clarity, richness, and professional precision. It is the color of lush vitality and wealth, conveying a sense of growth and environmental awareness. Ideally suited for landscaping, agricultural equipment, and eco-conscious design, it promotes strength and vital energy. It is a vibrant and natural choice that stands out as a symbol of organic power and professional quality. Use it when you want a look that is rich, natural, and unmistakably vibrant, representing a strong connection to the environment and high-quality industrial equipment.","LANDSCAPE, EQUIPMENT, ARCHITECTURE, PRODUCT_DESIGN, INFRASTRUCTURE","VIBRANT, RICH, NATURAL, STRONG, PRECISE"
"RAL 6002","Leaf green","{0} is a dark, slightly muted green that mimics the chlorophyll of fresh vegetation. It is a standard 'nature' green, ideal for outdoor environments and functional camouflage. Used in forestry and public infrastructure, it blends seamlessly with its surroundings, conveying health, freshness, and stability. It offers a grounded and natural presence that is both restful and harmonious. Ideally suited for park furniture and landscaping where a stable, functional, and organic character is desired, it represents a professional and grounded character that is both natural and reliably stable in outdoor spaces.","MILITARY, LANDSCAPE, INFRASTRUCTURE, INDUSTRIAL, ARCHITECTURE","NATURAL, GROUNDED, MUTED, STABLE, FUNCTIONAL"
"RAL 6003","Olive green","{0} is a classic muted green with brown undertones, widely used for its utilitarian strength and excellent camouflage. It conveys ruggedness, resilience, and visual control. Its low saturation makes it perfect for blending into natural environments, making it a favorite for military gear, hunting equipment, and rural architecture. It is non-reflective and earthy, designed to be discreet and functional. Use it when you want a look that signals ruggedness, stability, and a reliable utilitarian presence that is both muted and undeniably strong in high-performance outdoor settings.","MILITARY, INDUSTRIAL, OUTDOOR_EQUIPMENT, INFRASTRUCTURE, ARCHITECTURE","MUTED, UTILITARIAN, RUGGED, STABLE, DISCREET"
"RAL 6004","Blue green","{0} is a deep, cool green with blue undertones, offering a technical, reserved, and highly sophisticated tone. It is rich and intense, evoking a sense of focus, depth, and modernity. Ideally suited for professional architecture, machinery, and automotive finishes, it feels mysterious and cool. It pairs exceptionally well with dark wood and metallic accents, adding a subdued and focused presence that bridges the gap between oceanic depth and modern industrial strength. It suggests a modern and refined elegance that is both cool and incredibly strong, perfect for a sophisticated and focused professional character.","INDUSTRIAL, EQUIPMENT, ARCHITECTURE, PRODUCT_DESIGN, TRANSPORTATION","COOL, FOCUSED, TECHNICAL, SUBDUED, MODERN"
"RAL 6005","Moss green","{0} is a dark green with a warm, organic heart that serves as the definitive standard for fencing and outdoor architecture. It blends perfectly with wooded environments and shadows, conveying boundary, stability, and a connection to nature. Earthy and stable, it is designed to be discreet and non-intrusive. Ideally suited for buildings seeking to harmonize with the natural world, it offers a grounded and natural presence. It represents an authentic and stable structural character that is both earthy and reliably discreet in landscaping and large-scale public infrastructure projects.","ARCHITECTURE, OUTDOOR, INFRASTRUCTURE, FENCING, LANDSCAPING","EARTHY, GROUNDED, NATURAL, DISCREET, STABLE"
"RAL 6006","Grey olive","{0} is a dark, neutral green-brown that conveys a sense of heavy-duty strength and technical concealment. It almost appears as a soft black under low light, making it a favorite for military gear and industrial equipment where visual impact must be minimized. It is muted, drab, and strictly functional, suggesting a rugged strength and grounded modernity. Ideally suited for modern architecture to blend structures into the shade, it offers a professional and functional character that is less harsh than pure black, representing a muted, strong, and technical groundedness in high-performance environments.","MILITARY, INDUSTRIAL, OUTDOOR_EQUIPMENT, INFRASTRUCTURE, ARCHITECTURE","MUTED, STRONG, TECHNICAL, GROUNDED, FUNCTIONAL"
"RAL 6007","Bottle green","{0} is a deep, rich green with a traditional and slightly formal tone. It conveys visual weight, history, and a respectable class, reminiscent of vintage glass. Ideally suited for heritage ironwork, pub facades, and institutional applications, it provides stability and discretion. It appears almost black in low light but flashes green in the sun, offering a deep and formal character. It suggests a traditional and stable character that is both rich and discreet, perfect for anyone looking for a look that is classic, formal, and carry a dignified, historic weight in public and transportation design.","ARCHITECTURE, RESTORATION, PUBLIC_SPACE, INTERIORS, TRANSPORTATION","DEEP, FORMAL, TRADITIONAL, STABLE, DISCREET"
"RAL 6008","Brown green","{0} is a dark green with strong brown undertones, resulting in a rugged, earthy, and utilitarian appearance. Resembling swamp water or wet soil, it is designed for effective camouflage and masking in muddy outdoor environments. Often used in agricultural machinery and infrastructure, it conveys durability and a sense of 'dirty work.' It is non-reflective and visually textured, offering an earthy, muted, and grounded character that blends effortlessly with natural rural landscapes. It represents a functional and durable structural strength that is both earthy and reliably grounded in high-performance outdoor settings.","INFRASTRUCTURE, OUTDOOR_EQUIPMENT, ARCHITECTURE, MILITARY, RESTORATION","EARTHY, MUTED, FUNCTIONAL, DURABLE, GROUNDED"
"RAL 6009","Fir green","{0} is a dark, cool green with black undertones, mimicking the deep vegetation of a forest. It is a traditional and authoritative color, conveying respectability, tradition, and a cool stability. Historically used for police uniforms and historic front doors, it projects an authoritative and respectable character. Ideally suited for heritage restoration, fences, and outdoor equipment, it offers a discreet and natural presence. It suggests a dark and stable character that is both classic and cool, perfect for anyone looking for a look that is natural, traditional, and carry a dignified, structural weight in outdoor spaces.","OUTDOOR_EQUIPMENT, ARCHITECTURE, SIGNAGE, FENCING, INFRASTRUCTURE","DARK, NATURAL, DISCREET, STABLE, COOL"
"RAL 6010","Grass green","{0} is a bright, saturated medium green reminiscent of fresh spring grass. Used in recreational spaces, branding, and product design, it symbolizes growth, health, and vital energy. It conveys a sense of optimistic freshness and safety, acting as a standard reference for landscaping and garden tools. Vibrant and clean, it projects a sense of organic growth and a lively, energetic character. It’s the perfect choice for anything that needs to look healthy, natural, and fresh, representing a vibrant connection to nature and a very clear, energetic professional presence in both urban and rural design.","RECREATION, BRANDING, PRODUCT_DESIGN, LANDSCAPING, INTERIOR_DESIGN","FRESH, VIBRANT, HEALTHY, NATURAL, ENERGETIC"
"RAL 6011","Reseda green","RAL 6011 {0} is a soft, muted green-gray tone, famously known as the classic color of mid-20th-century industrial machinery. It conveys mechanical precision, industrial nostalgia, and a quiet, professional neutrality. Ideally suited for workshop equipment and restoration projects, it provides a soothing and practical atmosphere. It is a subtle and professional color that suggests mechanical strength without being too harsh. It projects a sense of mechanical precision and a calm, neutral character that remains high-quality and reliable in vintage industrial design schemes seeking a professional and soft-industrial aesthetic.","ARCHITECTURE, FURNITURE, EQUIPMENT, INDUSTRIAL, RESTORATION","SUBTLE, NEUTRAL, CALM, PROFESSIONAL, SOFT"
"RAL 6012","Black green","{0} is an extremely dark, cool green that approaches black, offering a formal and discreet appearance. Used where a softer alternative to pure black is needed, it conveys depth, elegance, and restraint. Ideally suited for architectural metalwork, industrial frames, and forest signage, it projects a somber and permanent character. It performs best in matte applications, providing a dark, restrained, and minimal presence. It suggests a formal and deep structural integrity that bridges structural power with a hint of natural color, perfect for sophisticated architecture and industrial restoration requiring a discreet, formal darkness.","ARCHITECTURE, INDUSTRIAL, TRANSPORTATION, EQUIPMENT, RESTORATION","DARK, RESTRAINED, MINIMAL, FORMAL, DISCREET"
"RAL 6013","Reed green","{0} is a muted yellow-green with a slightly dusty, organic character, resembling dried vegetation or military fatigues. It is earthy, natural, and calming, making it ideally suited for restoration, landscape integration, and infrastructure. It conveys simplicity and organic texture, offering a grounded and non-intrusive presence. It projects a sense of natural vegetation and a soft, quiet character that represents an authentic and discreet connection to the environment. Perfect for anyone looking for an organic, muted, and soft character that blends effortlessly with natural stone and sandy tones.","LANDSCAPE, RESTORATION, INFRASTRUCTURE, ARCHITECTURE, OUTDOOR_DESIGN","NATURAL, MUTED, SOFT, GROUNDED, DISCREET"
"RAL 6014","Yellow olive","{0} is a dark olive with pronounced yellow and brown tones, providing functional camouflage and natural integration. It was a standard military vehicle color in the mid-20th century, conveying utility, conflict, and rugged durability. Ideally suited for military restoration and infrastructure, it is non-reflective and earthy. It offers a functional and grounded character for outdoor equipment, representing a rugged strength and a durable connection to historic utilitarian aesthetics. It projects a sense of earthy and muted strength that is both durable and reliably stable in high-performance outdoor and historic settings.","MILITARY, INFRASTRUCTURE, OUTDOOR_EQUIPMENT, RESTORATION, ARCHITECTURE","EARTHY, MUTED, FUNCTIONAL, DURABLE, SUBDUED"
"RAL 6015","Black olive","{0} is a nearly black green-brown tone, deeply muted for maximum discretion and strength. Found in military gear, transportation, and industrial coatings, it minimizes visual impact while conveying a rugged, technical durability. Sophisticated and austere, it suggests a dark and technical presence that is richer than grey and less harsh than black. Ideally suited for modern architecture to blend structures into shadowed landscapes, it offers a professional and functional character that represents an authoritative and technical stealth in both modern and restoration projects requiring a dark, rugged, and discreet character.","MILITARY, INDUSTRIAL, TRANSPORTATION, ARCHITECTURE, RESTORATION","DARK, RUGGED, MUTED, DISCREET, TECHNICAL"
"RAL 6016","Turquoise green","{0} is a bright, saturated green-blue that brings energy, coolness, and hygiene to any project. It is the green version of teal, conveying vitality and a refreshing, clean aesthetic. Ideally suited for educational institutions, public buildings, and wellness spaces, it promotes focus and emotional ease. It projects a cool and modern character that is refreshing and clean. Often found in fashion-forward branding and modern interiors, it suggests a lively and cheerful presence that bridges the gap between biological nature and contemporary, vibrant design, making it an ideal choice for refreshing and hygienic modern design.","PRODUCT_DESIGN, WELLNESS, BRANDING, INTERIORS, FASHION","FRESH, BRIGHT, LIVELY, CHEERFUL, MODERN"
"RAL 6017","May green","{0} is a medium bright green with a natural spring-like character, capturing the vitality of new leaves. It is fresh, vibrant, and optimistic, conveying a sense of new beginnings and fertility. Found in landscaping, signage, and recreational spaces, it brings a light and airy energy to urban design. It conveys growth and cheerfulness, offering a natural and fresh disposition that enlivens playgrounds and urban accents. It projects a sense of organic vitality and an optimistic freshness, representing a vibrant connection to nature and a very cheerful, energetic professional presence in modern and landscaping design.","LANDSCAPING, RECREATION, SIGNAGE, PRODUCT_DESIGN, URBAN_DESIGN","NATURAL, FRESH, OPTIMISTIC, VIBRANT, CHEERFUL"
"RAL 6018","Yellow green","{0} is a bright green with strong yellow undertones, evoking the energy of early foliage. Used in consumer design and signage, it draws attention and radiates a playful energy. It is vivid, high-visibility, and almost neon-like, conveying immediate attention and safety. Ideally suited for modern interiors, sportswear, and branding, it projects an energetic and fresh character. It suggests a sense of youthful energy and a very lively, vibrant presence. Perfect for anyone looking for a look that is energetic, fresh, and unmistakably bright, making any design or product feel active and full of life.","PRODUCT_DESIGN, SIGNAGE, INTERIORS, BRANDING, TRANSPORTATION","ENERGETIC, FRESH, BRIGHT, PLAYFUL, LIVELY"
"RAL 6019","Pastel green","{0} is a light, soft green with subtle warmth and a minty character. Used in wellness spaces, interiors, and minimalist design, it promotes calm, relaxation, and fresh cleanliness. It conveys innocence and retro charm, offering a subtle reflecting quality that makes any space feel airy. Ideally suited for nurseries and healthcare environments, it provides a gentle and soothing backdrop that is both clean and welcoming. It projects a sense of quiet vitality and a very soft, fresh character, making it the perfect choice for anyone looking for a look that is gentle, fresh, and undeniably calming in a lifestyle or hospitality context.","WELLNESS, INTERIOR_DESIGN, PRODUCT_DESIGN, HOSPITALITY, LIFESTYLE","CALM, SOFT, SOOTHING, FRESH, GENTLE"
"RAL 6020","Chrome green","{0} is a dark green with a slightly cold undertone, resembling classic pigment tones. Used in restoration, metalwork, and public infrastructure, it conveys formality, resilience, and reliability. It is a dark and muted shade, ideally suited for agricultural machinery and industrial plant equipment. It conveys a sense of tradition and permanence, offering a stable and functional character that is non-reflective and solid. Use it when you want a look that signals formal strength, traditional reliability, and a very stable, professional presence that blends perfectly with dark vegetation in high-performance outdoor and industrial settings.","RESTORATION, INFRASTRUCTURE, PUBLIC_SPACE, INDUSTRIAL, ARCHITECTURE","STRONG, FORMAL, TRADITIONAL, MUTED, STABLE"
"RAL 6021","Pale green","{0} is a light green with gray undertones—often called 'sage green'—that appears soft, natural, and sophisticated. It is calming, fresh, and nuanced, making it ideally suited for interior design, cabinetry, and healthcare environments. It conveys a connection to nature and a sense of emotional ease, pairing beautifully with natural wood and cream. Often found in subtle architectural detailing and heritage decor, it provides a neutral yet fresh character that promotes a serene and natural atmosphere. It projects a sense of tranquil calmness and an elegant professional character that is both soft and sophisticated in both modern and classical design.","INTERIOR_DESIGN, HEALTHCARE, WELLNESS, ARCHITECTURE, RESTORATION","SOFT, CALM, FRESH, NEUTRAL, NATURAL"
"RAL 6022","Olive drab","{0} is a muted, dark olive with brown-gray tones, offering excellent camouflage and rugged utility. Common in military gear and field equipment, it is designed to absorb light and mask form in the outdoors. Matte and earthy, it conveys a sense of rugged strength and functional discretion. Ideally suited for infrastructure and industrial gear that must hide dirt and remain inconspicuous, it offers a functional and earthy character for heavy-duty outdoor use. It projects a sense of utilitarian durability and a discreet, rugged presence that is both functional and reliably stable in high-performance outdoor settings.","MILITARY, INFRASTRUCTURE, EQUIPMENT, INDUSTRIAL, OUTDOOR","MUTED, RUGGED, FUNCTIONAL, EARTHY, DISCREET"
"RAL 6024","Traffic green","{0} is a bright, mid-tone green developed for maximum visibility in signage and public transport. It is highly visible and distinct from the environment, conveying permission, safety, and operational clarity. As a functional and instructional color, it ensures recognition in infrastructure and safety systems. It offers a sense of energy and freshness, making it a practical choice for product design where an unmistakably safe and vibrant green is required. It projects a sense of energetic clarity and a very fresh, functional professional presence that ensures visual priority and reliable communication in complex urban environments.","SIGNAGE, TRANSPORTATION, INFRASTRUCTURE, SAFETY, PRODUCT_DESIGN","BRIGHT, CLEAR, FRESH, ENERGETIC, FUNCTIONAL"
"RAL 6025","Fern green","{0} is a dark natural green with warm undertones, evoking the fronds of forest plants. It is organic, restful, and blends quietly into its surroundings, making it ideally suited for landscaping and natural architecture. It conveys a connection to nature and the forest floor, offering a grounded and stable presence in restoration and park structures. It provides a non-intrusive and harmonious character that is perfect for outdoor equipment and garden furniture. It projects a sense of organic growth and a stable, discreet character that represents an authentic and quiet connection to the natural environment.","LANDSCAPING, ARCHITECTURE, RESTORATION, OUTDOOR_EQUIPMENT, INFRASTRUCTURE","NATURAL, GROUNDED, WARM, STABLE, DISCREET"
"RAL 6026","Opal green","{0} is a dark green with bluish undertones and high saturation, offering a deep and modern presence. It is rich, oceanic, and conveys a sense of depth and luxury value. Ideally suited for transportation, architecture, and high-end automotive design, it performs exceptionally well in gloss. It serves as a bridge color between green and blue, providing a sophisticated, elegant, and cool alternative to primary greens. It suggests focus and quality, anchoring designs with a saturated and prestigious intensity. Use it when you want a look that is deep, cool, and unmistakably modern, representing a sophisticated and elegant professional character.","TRANSPORTATION, ARCHITECTURE, PRODUCT_DESIGN, AUTOMOTIVE, INTERIORS","DEEP, COOL, MODERN, ELEGANT, SATURATED"
"RAL 6027","Light green","{0} is a pale green with a slightly blue, cyan-mint hue, ideal for clean and open interiors. Often associated with water, hygiene, and wellness, it is a standard for healthcare and hospitality design. Ideally suited for hospitals and bathrooms, it conveys freshness, ease, and a cool aquatic energy. It is a light and clear color that promotes visibility and emotional ease. Its aquatic and clean character makes it a refreshing choice for modern product design seeking a sense of openness and airy health. It projects a sense of fresh clarity and a soft, calm professional aesthetic that feels both fresh and soothing.","HEALTHCARE, WELLNESS, INTERIOR_DESIGN, PRODUCT_DESIGN, HOSPITALITY","FRESH, LIGHT, CALM, CLEAR, SOFT"
"RAL 6028","Pine green","{0} is a deep, slightly cool green with high coverage, mimicking the needles of a forest tree. It is a classic, grounded color that conveys durability and natural blending. Ideally suited for exterior woodwork, park signage, and public infrastructure, it evokes permanence and a connection to nature. It pairs well with rocky or snowy landscapes, providing a discreet and natural presence. Its earthy weight makes it an excellent choice for fencing and architectural structures seeking a forest-inspired and permanent character. It projects a sense of dark groundedness and an authentic, discreet character that represents a durable connection to the environment.","OUTDOOR, ARCHITECTURE, RESTORATION, EQUIPMENT, PUBLIC_INFRASTRUCTURE","EARTHY, DARK, GROUNDED, DISCREET, NATURAL"
"RAL 6029","Mint green","{0} is a vibrant, fresh green that suggests the energy and cleanliness of peppermint leaves. Used in branding, interiors, and hygiene-related design, it symbolizes vitality, energy, and fresh health. It is refreshing, active, and highly visible, making it ideal for high-impact signage and lifestyle products. Cheerful and clean, it projects a sense of renewal and vitality, adding a lively spark to retail environments and product packaging. Use it when you want a look that is fresh, bright, and unmistakably lively, representing an active and clean professional presence that is both cheerful and vibrant.","BRANDING, HYGIENE, INTERIOR_DESIGN, PRODUCT_DESIGN, LIFESTYLE","FRESH, BRIGHT, CLEAN, CHEERFUL, LIVELY"
"RAL 6032","Signal green","{0} is a high-visibility green with strong saturation, used for emergency signage and safety-related applications. It is slightly bluish-green and chemically distinct, ensuring maximum clarity and recognition in safety-critical situations. It commands attention and conveys safety, permission, and functional help. As the standard for 'Safe Condition,' it ensures operational clarity in public transport and infrastructure. Vibrant and functional, it represents an unmistakable safety anchor that triggers an immediate and energetic visual response. It projects a sense of visible clarity and an urgent professional presence that ensures visual priority and reliable communication.","SAFETY, SIGNAGE, EMERGENCY, TRANSPORTATION, INFRASTRUCTURE","VISIBLE, CLEAR, FUNCTIONAL, URGENT, ENERGETIC"
"RAL 6033","Mint turquoise","{0} is a soft turquoise-green shade with pastel qualities, making it both aquatic and stylish. Popular in wellness environments, packaging, and modern interiors, it is calming, stylish, and refreshing. It conveys a sense of tropical freshness and jewel-like beauty, appearing both soothing and modern. It adds a sophisticated turquoise-green tone to lifestyle products and jewelry design, suggesting a refreshing and stylish aesthetic that bridges the gap between biological nature and contemporary, vibrant design. It projects a sense of soft soothing and a fresh, modern character that is both stylish and aquatic.","WELLNESS, PACKAGING, INTERIOR_DESIGN, LIFESTYLE, PRODUCT_DESIGN","SOFT, SOOTHING, STYLISH, FRESH, MODERN"
"RAL 6034","Pastel turquoise","{0} is a gentle blue-green pastel tone, ideal for emotional balance, calm, and fresh clarity. It is soft, light, and spa-like, conveying relaxation, cleanliness, and tranquility. Used in spas, healthcare, and children's products, it provides a serene and gentle atmosphere. Its light and non-intrusive character supports a sense of emotional balance, making it a perfect choice for wellness interiors and product design. It projects a sense of calm gentleness and a fresh, soft character that represents an authentic and quiet connection to a refreshing, spa-like environment, making any space feel clear, gentle, and fresh.","WELLNESS, HEALTHCARE, CHILDREN_S_PRODUCTS, INTERIORS, PRODUCT_DESIGN","CALM, GENTLE, CLEAN, SOFT, FRESH"
"RAL 6035","Pearl green","{0} is a dark green with a metallic pearl finish, adding visual depth, sophistication, and a forest-like shimmer. Used in automotive finishes and luxury products, it adds extra dimension and a technical richness that suggests nature meeting high technology. It conveys energy, innovation, and premium value. The pearlescent finish adds richness and interest to modern design and architecture, providing a deep, elegant, and modern character that elevates the status of any object. It projects a sense of rich elegance and a refined, modern character that is both dynamic and dark, perfect for anyone looking for a look that is sophisticated and technical.","AUTOMOTIVE, LUXURY_GOODS, PRODUCT_DESIGN, ARCHITECTURE, INTERIORS","RICH, ELEGANT, REFINED, MODERN, DARK"
"RAL 6036","Pearl opal green","{0} is a deep green with pearlescent shimmer and cool, bluish undertones. It is deep, mysterious, and sophisticated, performing best in gloss for luxury vehicles and high-end finishes. It conveys oceanic depth, exclusivity, and a modern, cool intensity. Ideally suited for architectural accents and prestigious branding, it adds a shimmering, dynamic complexity that shifts in light. It bridges the gap between structural power and refined luxury, suggesting a sophisticated and modern character that is both deep and cool. It projects a sense of luxurious depth and a prestigious professional presence that is both modern and incredibly sophisticated.","AUTOMOTIVE, DECORATIVE_FINISHES, LUXURY_GOODS, BRANDING, ARCHITECTURE","LUXURIOUS, DEEP, SOPHISTICATED, MODERN, COOL"
"RAL 6037","Pure green","{0} is a saturated primary green with high chroma, delivering a straightforward and assertive tone. Used in technical design, safety marking, and modern signage, it conveys pure nature, energy, and precision. It provides a clear, unmistakable color for equipment and industrial products. This color is balanced and bold, suggesting modern power and technical clarity. Its high-intensity chroma ensures visual priority and an assertive presence in digital branding and marketing. It projects a sense of clear and assertive energy, representing a pure and active connection to the environment and technical utility.","SAFETY, INDUSTRIAL, SIGNAGE, PRODUCT_DESIGN, EQUIPMENT","CLEAR, ASSERTIVE, TECHNICAL, BOLD, VISIBLE"
"RAL 6038","Luminous green","{0} is a fluorescent, high-intensity green used for emergency signage and high-visibility gear. It glows in daylight, conveying extreme urgency and immediate caution. It is not decorative, serving specific functional safety purposes in industrial and construction environments. Visually bright and assertive, it is designed for maximum detection in safety-critical situations. Its synthetic, chemical character prioritized communication over aesthetics, ensuring that safety gear and markings are unmistakable. It projects a sense of fluorescent urgency and a bright, visible professional presence that ensures visual priority and reliable communication where safety is critical.","EMERGENCY, SAFETY, SIGNAGE, INDUSTRIAL, CONSTRUCTION","FLUORESCENT, URGENT, FUNCTIONAL, BRIGHT, VISIBLE"
"RAL 7000","Squirrel grey","RAL 7000 {0} is a cool, mid-tone grey with slight blue undertones, offering a balanced, neutral, and professional appearance. Resembling the fur for which it is named, it is a classic maritime and industrial color. Ideally suited for ship hulls, transportation, and public infrastructure, it conveys neutrality and technical precision. It performs well in both matte and gloss, providing a clean, understated look that is perfect for contemporary and technical environments. It projects a sense of neutral balance and a professional, cool character that represents a standard industrial strength and an understated, professional presence in both urban and industrial design.","ARCHITECTURE, TRANSPORTATION, INFRASTRUCTURE, INDUSTRIAL, PRODUCT_DESIGN","NEUTRAL, BALANCED, COOL, PROFESSIONAL, UNDERSTATED"
"RAL 7001","Silver grey","RAL 7001 {0} is a light, slightly blue-toned grey that resembles the look of polished metal or silver. It is one of the most common industrial colors, widely used in machinery, technical equipment, and modern architecture. It conveys precision, reliability, and professional neutrality. Clean and technical, it serves as a high-tech proxy for unpainted steel, making it suitable for modern architectural panels and product design. It suggests a professional efficiency and a clean, technical character that remains consistent and reliable across varied industrial and interior environments, representing a standard of technical precision and professional quality.","INDUSTRIAL, ARCHITECTURE, EQUIPMENT, PRODUCT_DESIGN, INTERIORS","CLEAN, TECHNICAL, PRECISE, NEUTRAL, PROFESSIONAL"
"RAL 7002","Olive grey","RAL 7002 {0} is a muted grey-green with strong earthy and yellowish-green tones, evoking military utility and industrial strength. Resembling dry stone or moss, it is a utilitarian color used for outdoor infrastructure and camouflage. It conveys durability, rugged stability, and natural integration, blending well with arid landscapes. Ideally suited for equipment and military gear that must hide dirt and remain discreet, it offers an earthy and muted character for rugged outdoor use. It projects a sense of utilitarian durability and a discreet, stable presence that represents an authentic and grounded strength in high-performance outdoor settings.","MILITARY, OUTDOOR, INFRASTRUCTURE, EQUIPMENT, RESTORATION","EARTHY, MUTED, RUGGED, DISCREET, STABLE"
"RAL 7003","Moss grey","RAL 7003 {0} is a natural, greenish-grey inspired by stone and vegetation. It provides an organic, grounded, and stable appearance in architecture and landscaping. Ideally suited for restoration and infrastructure, it conveys a sense of age, structural integrity, and quiet harmony. It is a subtle and discreet color that harmonizes perfectly with both urban and natural palettes. It projects a sense of natural groundedness and a soft, stable professional presence that represents a quiet structural character in both heritage and contemporary design, perfect for anyone looking for a look that is muted, natural, and timelessly stable.","ARCHITECTURE, LANDSCAPING, RESTORATION, INFRASTRUCTURE, OUTDOOR","NATURAL, MUTED, GROUNDED, SOFT, STABLE"
"RAL 7004","Signal grey","RAL 7004 {0} is a light neutral grey with no strong undertones, providing maximum clarity and technical functionality. It is commonly used in safety signage, industrial equipment, and infrastructure markings where neutrality and visibility are needed. It conveys clarity, neutrality, and professional order. ideally suited for industrial control panels and technical finishes, it provides a clean and functional character. It projects a sense of visible neutrality and a clean professional presence that ensures visual priority and reliable communication in complex urban and industrial environments, representing a standard and dependable functional strength.","SIGNAGE, INDUSTRIAL, EQUIPMENT, INFRASTRUCTURE, TRANSPORTATION","NEUTRAL, VISIBLE, TECHNICAL, CLEAN, FUNCTIONAL"
"RAL 7005","Mouse grey","RAL 7005 {0} is a medium, slightly warm grey with a practical and utilitarian character. Used in construction, machinery, and public infrastructure, it is valued for its low maintenance and unobtrusive, stable character. It conveys a sense of quiet utility and structural reliability, making any structural element look permanent and grounded. Ideally suited for street furniture and industrial gear, it offers a practical and muted character for urban environments. It projects a sense of inconspicuous utility and a stable, subdued professional presence that represented a functional industrial strength and a very reliable, practical character.","CONSTRUCTION, INDUSTRIAL, EQUIPMENT, INFRASTRUCTURE, ARCHITECTURE","PRACTICAL, MUTED, UTILITARIAN, STABLE, SUBDUED"
"RAL 7006","Beige grey","RAL 7006 {0} is a warm, brownish-grey that combines professional neutrality with a natural, earthy heart. It is found in restoration work, traditional architecture, and high-end furnishings seeking a classic, timeless appeal. It conveys warmth, earthiness, and a stony elegance without being overtly brown. Ideally suited for residential exteriors and interior textiles, it provides a grounded and natural presence. It suggests a warm and classic structural character that harmonizes structural materials with organic tones, representing an authentic and sophisticated professional presence in both contemporary and heritage design environments.","RESTORATION, ARCHITECTURE, FURNITURE, INTERIORS, INFRASTRUCTURE","WARM, EARTHY, CLASSIC, MUTED, NATURAL"
"RAL 7008","Khaki grey","RAL 7008 {0} is a dark, yellow-brown grey similar to dried mud or military fabric. Often seen in industrial coatings, military equipment, and outdoor gear, it conveys a sense of ruggedness, functional strength, and technical utility. It provides effective camouflage and a durable appearance. ideally suited for desert camouflage and expedition vehicles, it offers an earthy and muted character for rugged outdoor use. It projects a sense of utilitarian toughness and a functional, strong professional presence that represents an authentic and grounded strength in environments requiring visual restraint and mechanical reliability.","MILITARY, INDUSTRIAL, OUTDOOR, EQUIPMENT, RESTORATION","RUGGED, EARTHY, MUTED, FUNCTIONAL, STRONG"
